HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.id,Input.premise,Input.cid,Answer.correct,Answer.incorrect,Answer.maybe,Answer.problems,Approve,Reject
32ZCLEW0B0M0SX99ZE7LOQUKQ3EPJN,3RCYW2YZZTX89H7A5RLZHEBCN0VEEK,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.00,Sat Jun 13 13:11:20 PDT 2020,1,BatchId:4078429;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:11:20 PDT 2020,,,3ND9UOO81L4ZTGS44N2UKJBTOCPLW3,AUZNPN9K203UD,Approved,Sat Jun 13 13:14:11 PDT 2020,Sat Jun 13 13:31:31 PDT 2020,Tue Jun 16 13:31:31 PDT 2020,Mon Jun 15 10:00:31 PDT 2020,,,1040,100% (182/182),100% (54/54),100% (54/54),wiki_572927,It was painted during the Italian Renaissance between 1510 and 1511.,S1_wiki84_265439_1_1,"It was painted between 1510 and 1511, wich was the Italian Renaissance period","It was painted in 1491, before the Italian Renaissance",It was probably painted in 1510 or 1511,{},,
334ZEL5JX7HB60GY783KRRGHCHUOSK,3RCYW2YZZTX89H7A5RLZHEBCN0VEEK,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.00,Sat Jun 13 13:11:00 PDT 2020,1,BatchId:4078429;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:11:00 PDT 2020,,,3M0NZ3JDP20PLMUONN6U2Y9EJQ9Z53,A1SX8IVV82M0LW,Approved,Sat Jun 13 17:26:40 PDT 2020,Sat Jun 13 18:11:08 PDT 2020,Tue Jun 16 18:11:08 PDT 2020,Mon Jun 15 10:00:05 PDT 2020,,,2668,100% (2109/2109),100% (629/629),100% (111/111),wiki_649436,"Fort Wayne is a city in the U.S. state of Indiana and the seat of Allen County, United States.",AB_wiki11_11232_1_0,Fort Wayne is a city in the United States.,Fort Wayne was always the seat of Allen County.,Fort Wayne is a state in the United States.,{},,
335HHSX8CE7VCUBT65D5CJXGZS7HDW,3RCYW2YZZTX89H7A5RLZHEBCN0VEEK,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.00,Sat Jun 13 13:11:13 PDT 2020,1,BatchId:4078429;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:11:13 PDT 2020,,,386PBUZZXGZDNWS5XOJFVTHLMGFLJ7,A1MJVTR0PCKBWW,Approved,Sat Jun 13 13:16:19 PDT 2020,Sat Jun 13 13:33:58 PDT 2020,Tue Jun 16 13:33:58 PDT 2020,Mon Jun 15 10:00:21 PDT 2020,,,1059,100% (161/161),100% (161/161),100% (88/88),wiki_376148,"Already installed are sensors for temperature, salinity, transmission, light, light attenuation, fluorescence, pressure and velocity.",AN_wiki62_235810_1_1,The item has many sensors.,There is no sensor for light levels.,The sensor are costly.,{},,
335VBRURDK27PU7A4O0X5KHDGR09ER,3RCYW2YZZTX89H7A5RLZHEBCN0VEEK,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.00,Sat Jun 13 13:11:05 PDT 2020,1,BatchId:4078429;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:11:05 PDT 2020,,,3018Q3ZVOJSDP1KE823YO6N12LAAR6,APRZ7BR8C0ZMQ,Approved,Sat Jun 13 13:11:13 PDT 2020,Sat Jun 13 13:46:33 PDT 2020,Tue Jun 16 13:46:33 PDT 2020,Mon Jun 15 10:00:44 PDT 2020,,,2120,100% (223/223),100% (193/193),100% (33/33),wiki_470783,"Viscachani (possibly from Aymara ""wisk'acha"" viscacha, ""-ni"" a suffix to indicate ownership, ""the one with the viscacha (or viscachas)"") is a mountain in the Vilcanota mountain range in the Andes of Peru.",FO_wiki88_45272948_1_0,Viscachani is located in the South American Country of Peru.,Viscachani is located in the Northern Rocky Mountains in Canada.,The Andean Peak of Viscachani will see less snow fall than usual this season.,{},,
335VBRURDK27PU7A4O0X5KHDGR0E9W,3RCYW2YZZTX89H7A5RLZHEBCN0VEEK,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.00,Sat Jun 13 13:11:09 PDT 2020,1,BatchId:4078429;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:11:09 PDT 2020,,,324G5B4FB4A7652H7M8ZUJKOSN5077,A16QZSBYXE5VY8,Approved,Sat Jun 13 13:12:29 PDT 2020,Sat Jun 13 16:48:54 PDT 2020,Tue Jun 16 16:48:54 PDT 2020,Mon Jun 15 10:00:16 PDT 2020,,,12985,100% (55/55),100% (36/36),100% (36/36),wiki_541265,"The only son of country music singers Waylon Jennings and Jessi Colter, he has been active since 1996, releasing seven albums and numerous EPs.",BV_wiki98_3040676_1_1,"Seven albums and numerous EPs was released by the only son of country music singers Waylon Jennings and Jessi Colter, he has been active since 1996.",The only son of country music singers Waylon Jennings and Jessi Colter did not release any albums.,"Seven albums and numerous EPs was released by the only son of country music singers Waylon Jennings and Jessi Colter, he has been active since 1996, also won two Grammy Awards.",{},,
336OE47KI3MZ3164SPZZJ8DAENNWV9,3RCYW2YZZTX89H7A5RLZHEBCN0VEEK,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.00,Sat Jun 13 13:11:01 PDT 2020,1,BatchId:4078429;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:11:01 PDT 2020,,,3137ONMDKH7PQOSC8WB8LLZLLRYEGA,APX97K33SVQF1,Approved,Sat Jun 13 13:13:36 PDT 2020,Sat Jun 13 13:58:52 PDT 2020,Tue Jun 16 13:58:52 PDT 2020,Mon Jun 15 10:00:07 PDT 2020,,,2716,100% (51/51),100% (44/44),100% (44/44),wiki_259822,"The capital, Port Moresby, is not linked by road to any of the other major towns and many highland villages can only be reached by light aircraft or on foot.",AC_wiki45_23407_1_1,Port Moresby is not accesible by road from any of the other major towns.,The capital has easy access via any form of transportation.,Port Moresby can only be reached by light aircraft or on foot.,{},,
337F8MIIM0F71YM4FM5R3N4T0YC040,3RCYW2YZZTX89H7A5RLZHEBCN0VEEK,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.00,Sat Jun 13 13:11:15 PDT 2020,1,BatchId:4078429;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:11:15 PDT 2020,,,3GA6AFUKOPQ0GM7Q3ICUNU7P92KH3K,A2VRDE2FHCBMF8,Approved,Sat Jun 13 18:12:00 PDT 2020,Sat Jun 13 18:32:18 PDT 2020,Tue Jun 16 18:32:18 PDT 2020,Mon Jun 15 10:00:59 PDT 2020,,,1218,100% (496/496),100% (367/367),100% (78/78),wiki_5891,It is a type of Internet online chat distinguished by its simplicity and accessibility to users who do not wish to take the time to install and learn to use specialized chat software.,CQ_wiki88_7903383_1_1,This chat is stand-alone or web-based.,You need to install java before being able to install this chat.,This software is lighter than softwares like mIRC.,{},,
337F8MIIM0F71YM4FM5R3N4T0YC404,3RCYW2YZZTX89H7A5RLZHEBCN0VEEK,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.00,Sat Jun 13 13:11:03 PDT 2020,1,BatchId:4078429;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:11:03 PDT 2020,,,3137ONMDKH7PQOSC8WB8LLZLLRXGEB,A38DXFI1TZA295,Approved,Sat Jun 13 13:11:13 PDT 2020,Sat Jun 13 13:25:46 PDT 2020,Tue Jun 16 13:25:46 PDT 2020,Mon Jun 15 10:00:42 PDT 2020,,,873,100% (41/41),100% (41/41),100% (38/38),wiki_196291,"The castle was built to defend the road from Richmond to Skipton, though some have suggested the original site of the castle was far better to achieve this than the later location.",AI_wiki23_113539_1_3,The road from Richmond to Skipton has a castle beside it which was built to defend it.,The castle on the road from Richmond to Skipton was built as a rest stop for weary travelers to take a break.,The castle that was built to defend the road from Richmond to Skipton has a large moat around it and a drawbridge.,{},,
338431Z1FMHZ5LGLSJ3F1HBLQFBORW,3RCYW2YZZTX89H7A5RLZHEBCN0VEEK,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.00,Sat Jun 13 13:11:00 PDT 2020,1,BatchId:4078429;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:11:00 PDT 2020,,,3FTOP5WARGQ0Q03J8VXWX9PXJI4J0W,AITP2LUW8GPB,Approved,Sat Jun 13 18:11:39 PDT 2020,Sat Jun 13 18:15:48 PDT 2020,Tue Jun 16 18:15:48 PDT 2020,Mon Jun 15 10:00:04 PDT 2020,,,249,100% (217/217),100% (143/143),100% (37/37),wiki_716784,Archips myricanus is a species of moth of the family Tortricidae.,FK_wiki59_42773679_1_0,Archips myricanus is a species of moth of the family Tortricidae.,Archips myricanus is a species of moth of the family,Archips myricanus is a species of moth of the family Tort,{},,
338431Z1FMHZ5LGLSJ3F1HBLQFBROZ,3RCYW2YZZTX89H7A5RLZHEBCN0VEEK,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.00,Sat Jun 13 13:11:09 PDT 2020,1,BatchId:4078429;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:11:09 PDT 2020,,,31HQ4X3T3TC6MZBVKISTNU88IZTLSO,A2XK59FYAFO9EX,Approved,Sat Jun 13 13:13:58 PDT 2020,Sat Jun 13 13:43:40 PDT 2020,Tue Jun 16 13:43:40 PDT 2020,Mon Jun 15 10:00:16 PDT 2020,,,1782,100% (70/70),100% (68/68),100% (66/66),wiki_492889,Huffins is a member of Alpha Phi Alpha fraternity.,CE_wiki52_4590122_1_4,"The Alpha Phi fraternity has many members, Huffins is one of those members",The Alpha Phi Fraternity has never had a member named Huffins,Huffins has never been apart of another fraternity,{},,
33BFF6QPI2DFRS4L8FTT0DLRN3V3WK,3RCYW2YZZTX89H7A5RLZHEBCN0VEEK,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.00,Sat Jun 13 13:11:03 PDT 2020,1,BatchId:4078429;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:11:03 PDT 2020,,,3S06PH7KSS6NU3O9UIFL8GDUJR51DX,A3D2GO0IFRFN6R,Approved,Sat Jun 13 15:14:35 PDT 2020,Sat Jun 13 15:38:11 PDT 2020,Tue Jun 16 15:38:11 PDT 2020,Mon Jun 15 10:00:08 PDT 2020,,,1416,100% (185/185),100% (165/165),100% (45/45),wiki_671287,"Raymond Ackerman purchased three Pick n Pay supermarkets from Jack Goldin in Cape Town, and served as executive chairman until his retirement in 2010.",BO_wiki21_2042764_1_2,Ackerman retired in the early 2000's after having served as the executive chariman.,Ackerman bought over ten supermarkets in Cape Town.,Ackerman paid over 500 million US dollars for the purchase of three supermarkets in Cape Town.,{},,
33CLA8O0MJD5Z83STGKPEN27YEKRFD,3RCYW2YZZTX89H7A5RLZHEBCN0VEEK,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.00,Sat Jun 13 13:11:03 PDT 2020,1,BatchId:4078429;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:11:03 PDT 2020,,,3K2755HG5T5EKIIH1HU6XIHOK0WDFG,A1E77HZO63E334,Approved,Sat Jun 13 13:11:10 PDT 2020,Sat Jun 13 13:13:35 PDT 2020,Tue Jun 16 13:13:35 PDT 2020,Mon Jun 15 10:00:08 PDT 2020,,,145,100% (212/212),100% (151/151),100% (79/79),wiki_97330,The questions of race relations and nationality were especially pertinent since the film was shot near the U. S. Naval base at Yokosuka.,ET_wiki84_33498195_1_3,The film was filmed near a US Naval base.,The film was shot in China.,The film was about Japan.,{},,
33IXYHIZB6KWPAMBJFLIVX9ZALQ2ES,3RCYW2YZZTX89H7A5RLZHEBCN0VEEK,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.00,Sat Jun 13 13:11:11 PDT 2020,1,BatchId:4078429;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:11:11 PDT 2020,,,3TAYZSBPLMA0LDPNACAO8Y9ZCZ22SG,A1FVXS8IM5QYO8,Approved,Sat Jun 13 13:12:33 PDT 2020,Sat Jun 13 13:17:12 PDT 2020,Tue Jun 16 13:17:12 PDT 2020,Mon Jun 15 10:00:52 PDT 2020,,,279,100% (10/10),100% (9/9),100% (9/9),wiki_272987,"In 1762 during the Seven Years' War he led British forces that defeated a French expedition which had occurred earlier that year in St. John's, Newfoundland at the Battle of Signal Hill.",DJ_wiki50_15464219_1_1,British forces defeated a French expedition at the Battle of Signal Hill in 1762.,His British forces were defeated by a French expedition at the Battle of Signal Hill in 1761.,British forces also won many other battles during the Seven Years' War.,{},,
33J5JKFMK70A7V8ZW6UN8O35Z2E3QG,3RCYW2YZZTX89H7A5RLZHEBCN0VEEK,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.00,Sat Jun 13 13:11:01 PDT 2020,1,BatchId:4078429;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:11:01 PDT 2020,,,3HPZF4IVNNVAFHTY6BRJ2X6M5BEYC2,A2XK59FYAFO9EX,Approved,Sat Jun 13 13:26:51 PDT 2020,Sat Jun 13 13:53:47 PDT 2020,Tue Jun 16 13:53:47 PDT 2020,Mon Jun 15 10:00:08 PDT 2020,,,1616,100% (70/70),100% (68/68),100% (66/66),wiki_389377,The firm switched to Real Estate Investment Trust status when REITs were introduced in the United Kingdom in January 2007.,BW_wiki65_3139885_1_2,REITS were introduced to the United Kingdom in 2007,The firm never switched to REITS,Real Estate Investment Trust was a much better system for the firm,{},,
33K3E8REWXXGHPFHU1KBTD79CRSX8Y,3RCYW2YZZTX89H7A5RLZHEBCN0VEEK,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.00,Sat Jun 13 13:11:05 PDT 2020,1,BatchId:4078429;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:11:05 PDT 2020,,,3OSWBBLG1FZVK4921B0S3PHVO5SDX7,A28AXX4NCWPH1F,Approved,Sat Jun 13 13:11:18 PDT 2020,Sat Jun 13 13:38:52 PDT 2020,Tue Jun 16 13:38:52 PDT 2020,Mon Jun 15 10:00:11 PDT 2020,,,1654,100% (36/36),100% (36/36),100% (36/36),wiki_188260,It is situated west of Srinagar on Gulmarg Road.,FO_wiki89_45280753_1_1,West of Srinagar on Gulmarg Road you will find the destination.,The destination is too far away to travel by car.,The destination is only a couple of miles away.,{},,
33K3E8REWXXGHPFHU1KBTD79CRT8XA,3RCYW2YZZTX89H7A5RLZHEBCN0VEEK,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.00,Sat Jun 13 13:10:50 PDT 2020,1,BatchId:4078429;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:10:50 PDT 2020,,,3HFNH7HEMIGENRIHHN68F2OZ4V4GQ8,A1THCNYQ6HMSBZ,Approved,Sat Jun 13 14:25:54 PDT 2020,Sat Jun 13 14:45:21 PDT 2020,Tue Jun 16 14:45:21 PDT 2020,Mon Jun 15 10:00:39 PDT 2020,,,1167,100% (59/59),100% (46/46),100% (46/46),wiki_353625,"It was charted in 1947 by the Falkland Islands Dependencies Survey, who named it for British glaciologist William Vaughan Lewis, a lecturer at the Department of Geography, Cambridge University.",EM_wiki62_29733403_1_2,It was charted in 1947 and named after British glaciologist William Vaughan Lewis.,It was charted in 1922 and named after Danish glaciologist William Vaughan Lewis.,"It was charted in 1947 and named after British glaciologist William Vaughan Lewis, well known for his adventurous life.",{},,
33KGGVH24VJY6PVWVGBWE3K1YLMX1E,3RCYW2YZZTX89H7A5RLZHEBCN0VEEK,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.00,Sat Jun 13 13:11:03 PDT 2020,1,BatchId:4078429;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:11:03 PDT 2020,,,3WQ3B2KGE9IUF6QPGMOFDQPUG52B17,A3D2GO0IFRFN6R,Approved,Sat Jun 13 13:12:43 PDT 2020,Sat Jun 13 14:36:59 PDT 2020,Tue Jun 16 14:36:59 PDT 2020,Mon Jun 15 10:00:08 PDT 2020,,,5056,100% (185/185),100% (165/165),100% (45/45),wiki_497102,Acoustic survey in fishing is one of the research methods that can detect the abundance of target species using acoustic detectors.,ET_wiki93_33546615_1_0,The detectors can be used for a specific species when doing an acoustic survey.,The acoustic detectors can only find relatively small amounts of a target species while doing a fishing survey.,The acoustic detectors are limited to ten species during the detection process.,{},,
33KGGVH24VJY6PVWVGBWE3K1YLN1XJ,3RCYW2YZZTX89H7A5RLZHEBCN0VEEK,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.00,Sat Jun 13 13:11:07 PDT 2020,1,BatchId:4078429;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:11:07 PDT 2020,,,3QAVNHZ3EN62M3P13I622UE2WTLLAR,AAQREZOK13OV7,Approved,Sat Jun 13 13:11:12 PDT 2020,Sat Jun 13 17:15:38 PDT 2020,Tue Jun 16 17:15:38 PDT 2020,Mon Jun 15 10:00:14 PDT 2020,,,14666,100% (162/162),100% (34/34),100% (34/34),wiki_244506,Its southwest face has a sheer granite cliff approximately 500 feet (150 m) high that is one of the best locations for rock climbing in the state of Arizona.,DB_wiki36_11996157_1_2,It's southwest face has a sheer granite cliff roughly 500 feet high.,The southwest face only reaches 100m high.,The highest section is on the northwest face of the cliff.,{},,
33KMQD9OFKGI2W472JO7LEYQZE877R,3RCYW2YZZTX89H7A5RLZHEBCN0VEEK,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.00,Sat Jun 13 13:11:13 PDT 2020,1,BatchId:4078429;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:11:13 PDT 2020,,,3WETL7AQWUAO0TNV2GBLYX4Z4TY53W,A2XK59FYAFO9EX,Approved,Sat Jun 13 13:26:17 PDT 2020,Sat Jun 13 13:52:09 PDT 2020,Tue Jun 16 13:52:09 PDT 2020,Mon Jun 15 10:00:21 PDT 2020,,,1552,100% (70/70),100% (68/68),100% (66/66),wiki_888634,The award is given based solely on the votes of Arsenal fans on Arsenal.com usually just before or after the last Premier League game of the season (start of May).,GL_wiki35_60727527_1_1,The award is rewarded based on the votes of Arsenal fans,The award is voted on by manchester united fans,There is no real value in the award for merit purposes,{},,
33N1S8XHHNNNBKVBWYZHBO0C6LKZ1D,3RCYW2YZZTX89H7A5RLZHEBCN0VEEK,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.00,Sat Jun 13 13:11:02 PDT 2020,1,BatchId:4078429;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:11:02 PDT 2020,,,3XM0HYN6NL1V31LBBF1VFUDDMJ7PED,A2TBXASXZIRNNW,Approved,Sat Jun 13 14:52:12 PDT 2020,Sat Jun 13 15:01:39 PDT 2020,Tue Jun 16 15:01:39 PDT 2020,Mon Jun 15 10:00:07 PDT 2020,,,567,100% (1750/1750),100% (70/70),100% (70/70),wiki_681997,"The Sessions House is municipal building on George Row in Northampton, Northamptonshire.",EH_wiki97_27178537_1_0,The Sessions House has walls.,The Sessions House has no roof.,The Sessions House has air conditioning.,{},,
33N1S8XHHNNNBKVBWYZHBO0C6LL1ZG,3RCYW2YZZTX89H7A5RLZHEBCN0VEEK,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.00,Sat Jun 13 13:11:07 PDT 2020,1,BatchId:4078429;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:11:07 PDT 2020,,,3JC6VJ2SACLOKEMGBVQVL5I5A3M5AO,A16QZSBYXE5VY8,Approved,Sat Jun 13 13:12:26 PDT 2020,Sat Jun 13 16:11:50 PDT 2020,Tue Jun 16 16:11:50 PDT 2020,Mon Jun 15 10:00:15 PDT 2020,,,10764,100% (55/55),100% (36/36),100% (36/36),wiki_193630,"He gained considerable popularity and favorable critical reception, in large part because of his famous hat, which doubles as a weapon.",BC_wiki32_971428_1_4,"Because of his famous hat, which doubles as a weapon he got considerable popularity and favorable critical reception.","Because of his famous hat, which doubles as a weapon, he got a lot of negative criticism.","Because of his famous hat, which doubles as a weapon he got considerable popularity and favorable critical reception, also he was given an opportunity to be part of the next film.",{},,
33NKDW9FFYKITS5UBD0GVZ3S2IDXC4,3RCYW2YZZTX89H7A5RLZHEBCN0VEEK,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.00,Sat Jun 13 13:11:07 PDT 2020,1,BatchId:4078429;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:11:07 PDT 2020,,,3P529IW9KZNXIU69EYSUGVPTT9YLF4,AAQREZOK13OV7,Approved,Sat Jun 13 13:11:14 PDT 2020,Sat Jun 13 17:20:01 PDT 2020,Tue Jun 16 17:20:01 PDT 2020,Mon Jun 15 10:00:45 PDT 2020,,,14927,100% (162/162),100% (34/34),100% (34/34),wiki_888761,His death led to the ending of the Germanic domination of Eastern Roman policy.,AJ_wiki85_145027_1_2,Easter Roman policy was no longer Germanic dominated after he died.,His death led to a renewed era of Germanic influence over Eastern Roman policy.,His death was highly controversial at the time.,{},,
33NKDW9FFYKITS5UBD0GVZ3S2IECXK,3RCYW2YZZTX89H7A5RLZHEBCN0VEEK,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.00,Sat Jun 13 13:11:23 PDT 2020,1,BatchId:4078429;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:11:23 PDT 2020,,,3STRJBFXOXTWHT6SOILIIZRFVI1TKH,A16QZSBYXE5VY8,Approved,Sat Jun 13 13:11:37 PDT 2020,Sat Jun 13 15:10:52 PDT 2020,Tue Jun 16 15:10:52 PDT 2020,Mon Jun 15 10:01:09 PDT 2020,,,7155,100% (55/55),100% (36/36),100% (36/36),wiki_371719,The Cubs finished eighth in the National League with a record of 72–90.,DG_wiki27_13976500_1_1,In the National League the Cubs finished eighth with a record of 72-90.,In the National League the Cubs finished fourth with a record of 72-90.,"In the National League the Cubs finished eighth with a record of 72-90, also their player was awarded with the Most Valuable Player Award.",{},,
33NOQL7T9P15MKFWVJ8WQYNKKRQZ8X,3RCYW2YZZTX89H7A5RLZHEBCN0VEEK,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.00,Sat Jun 13 13:11:05 PDT 2020,1,BatchId:4078429;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:11:05 PDT 2020,,,3QJOXOW4XKTPIYOYJZ93YQJIHDAEMI,AMA18W8F60Y2J,Approved,Sat Jun 13 13:13:11 PDT 2020,Sat Jun 13 13:19:26 PDT 2020,Tue Jun 16 13:19:26 PDT 2020,Mon Jun 15 10:00:10 PDT 2020,,,375,100% (17/17),100% (17/17),100% (17/17),wiki_339944,"In 1997, the BBC released a CD of live recordings entitled ""Mud For It"".",FX_wiki18_50890774_1_5,"""Mud for It"" was a CD released by the BBC in 1997.","The CD ""Mud for It"" was released by the BBC in 1999.",These live recordings were all done by the same artist.,{},,
33NOQL7T9P15MKFWVJ8WQYNKKRR8Z7,3RCYW2YZZTX89H7A5RLZHEBCN0VEEK,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.00,Sat Jun 13 13:10:51 PDT 2020,1,BatchId:4078429;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:10:51 PDT 2020,,,3IKZ72A5B5IN6U9UQB89TNTIY4YFN0,A1THCNYQ6HMSBZ,Approved,Sat Jun 13 13:10:58 PDT 2020,Sat Jun 13 13:21:18 PDT 2020,Tue Jun 16 13:21:18 PDT 2020,Mon Jun 15 10:00:41 PDT 2020,,,620,100% (59/59),100% (46/46),100% (46/46),wiki_346070,"Since the Local Government Reorganization Act of 1998, Świebodzin has been part of Lubusz Voivodeship.",AS_wiki05_386898_1_2,Świebodzin has been part of Lubusz Voivodeship since the Local Government Reorganization Act of 1998.,Świebodzin hadn't been part of Lubusz Voivodeship since 1888.,Świebodzin has been included in Lubusz Voivodeship since some law in 1998.,{},,
33P2GD6NROU3Q0H3YMZSGWS6J14HK9,3RCYW2YZZTX89H7A5RLZHEBCN0VEEK,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.00,Sat Jun 13 13:11:15 PDT 2020,1,BatchId:4078429;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:11:15 PDT 2020,,,3PJ71Z61R54BRDBSI2AJMKU4S5Z91V,A2XK59FYAFO9EX,Approved,Sat Jun 13 13:13:36 PDT 2020,Sat Jun 13 13:34:47 PDT 2020,Tue Jun 16 13:34:47 PDT 2020,Mon Jun 15 10:00:23 PDT 2020,,,1271,100% (70/70),100% (68/68),100% (66/66),wiki_310181,"Port O'Brien was an American musical group combining elements of acoustic, folk and indie rock.",DO_wiki66_18179315_1_0,"Port O'Brien put together many forms of music, including acoustic, folk and indie rock",Port O'Brien stuck to one single genre of music,They were the first group to do so and become popular,{},,
33Q5P9PUSQO7YN59CVO1SKJ3AIBZC3,3RCYW2YZZTX89H7A5RLZHEBCN0VEEK,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.00,Sat Jun 13 13:11:05 PDT 2020,1,BatchId:4078429;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:11:05 PDT 2020,,,3JJVG1YBECZT3OR8H9QRGG2BSL7B5P,A1MJVTR0PCKBWW,Approved,Sat Jun 13 18:12:53 PDT 2020,Sat Jun 13 19:21:02 PDT 2020,Tue Jun 16 19:21:02 PDT 2020,Mon Jun 15 10:00:12 PDT 2020,,,4089,100% (161/161),100% (161/161),100% (88/88),wiki_450155,"The first track off of this album, ""Welcome To The Void"", includes several references to fairy -tales and folklore, including Jack Be Nimble and Peter Pan.",FT_wiki55_48493741_1_2,"Peter Pan was never referenced by the album ""Welcome to the Void"".","""Welcome to the Void"" refers to Shrek and Frozen.","""Welcome to the Void"" was a highly successful album for its time.",{},,
33QQ60S6ATK6IWGJUSW9GR2NZBZU0G,3RCYW2YZZTX89H7A5RLZHEBCN0VEEK,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.00,Sat Jun 13 13:10:51 PDT 2020,1,BatchId:4078429;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:10:51 PDT 2020,,,3XCC1ODXDMD5CHRVXY0KE62665JQRK,A243X2Y9HP7630,Approved,Sat Jun 13 23:13:03 PDT 2020,Sun Jun 14 01:46:15 PDT 2020,Wed Jun 17 01:46:15 PDT 2020,Mon Jun 15 10:00:42 PDT 2020,,,9192,100% (380/380),100% (7/7),100% (7/7),wiki_7225,Let It Die is the second album by Canadian singer-songwriter Feist.,BJ_wiki87_1606571_1_0,Let it Die is not the first album by Feist.,Let it Dies was not a album by Feist,Feist was born in Canada,{},,
