HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.id,Input.premise,Input.cid,Answer.correct,Answer.incorrect,Answer.maybe,Answer.problems,Approve,Reject
367O8HRHKHA7276GOOOBDTACVQUS4E,3NS4ESZ41QSRNKJ6ZIA5X17QD7NWQT,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.25,Sat Jun 13 13:07:26 PDT 2020,1,BatchId:4078424;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:07:26 PDT 2020,,,3NJM2BJS4X8G631XFOV0P6DA166CPH,A272X64FOZFYLB,Approved,Sat Jun 13 13:07:41 PDT 2020,Sat Jun 13 17:40:09 PDT 2020,Tue Jun 16 17:40:09 PDT 2020,Sun Jun 14 20:17:18 PDT 2020,,,16348,100% (848/848),100% (123/123),100% (29/29),gigaword_167412,"The ministry said in a communique that it on Friday requested the United States for negotiations on a bilateral solution to this issue that first arose eight years ago, when the United States set import quotas for Mexican cement as what it said an anti-dumping measure.",XIN_ENG_20030203.0262_1_0,The ministry is attempting to work together with the United States to solve an issue that has been ongoing for several years.,The United States triggered an issue by setting import quotas for Mexican coal and oil approximately 7 years ago.,The ministry requested to meet with the United States for bilateral negotiations within the next three weeks.,{},,
3B0MCRZMBSWWE8C7URC5LMGWZ2JPPM,3NS4ESZ41QSRNKJ6ZIA5X17QD7NWQT,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.25,Sat Jun 13 13:07:25 PDT 2020,1,BatchId:4078424;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:07:25 PDT 2020,,,3OXV7EAXLFSKJXN97ZLQQ3IZ0O3637,A2TBXASXZIRNNW,Approved,Sat Jun 13 13:20:08 PDT 2020,Sat Jun 13 13:44:02 PDT 2020,Tue Jun 16 13:44:02 PDT 2020,Sun Jun 14 20:17:18 PDT 2020,,,1434,100% (1750/1750),100% (70/70),100% (70/70),gigaword_131808,"A one-point cut will also be made on the lombard, or fixed-termed advance rate, from 16 percent to 15 percent.",XIN_ENG_19981028.0268_3_0,The lombard has a reduced rate.,The lombard has had the same rate for all time.,The lombard has had only one price cut.,{},,
37OPIVELUV5XEN8HMVM3MIPAEP9AHM,3NS4ESZ41QSRNKJ6ZIA5X17QD7NWQT,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.25,Sat Jun 13 13:07:15 PDT 2020,1,BatchId:4078424;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:07:15 PDT 2020,,,33M4IA01QH3PLES7JCVC8EYZ36HXRV,A1MJVTR0PCKBWW,Approved,Sat Jun 13 18:07:40 PDT 2020,Sat Jun 13 19:06:09 PDT 2020,Tue Jun 16 19:06:09 PDT 2020,Sun Jun 14 20:17:18 PDT 2020,,,3509,100% (161/161),100% (161/161),100% (88/88),gigaword_92063,The planes have not been pulled back.,AFP_ENG_19951219.0032_7_1,There were planes to be ordered around if needed.,No planes were available to be directed.,All pilots wanted to be directed around.,{},,
3LCXHSGDLU8PU939DU0OMFM38FOSEK,3NS4ESZ41QSRNKJ6ZIA5X17QD7NWQT,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.25,Sat Jun 13 13:07:29 PDT 2020,1,BatchId:4078424;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:07:29 PDT 2020,,,3I7DHKZYGO2JG53OMBCNZ6TW7JXF59,A1PAY3X73PQ16S,Approved,Sat Jun 13 13:07:34 PDT 2020,Sat Jun 13 13:16:36 PDT 2020,Tue Jun 16 13:16:36 PDT 2020,Sun Jun 14 20:17:18 PDT 2020,,,542,100% (216/216),100% (122/122),100% (63/63),gigaword_156978,"A port management official at the Jawarhalal Nehru Port estimated that the strike is causing economic losses worth some 25 million rupees (about 580,000 U.S. dollars) to the ports every day.",XIN_ENG_20000120.0055_8_0,The daily economic loss due to teh strike is less than one million USD.,The strike is having no negative impact on the economy.,This is not the first strike at the Jawarhalal Nehru Port.,{},,
3VADEH0UHDZTR0SZM8GZGRL7MMQPS2,3NS4ESZ41QSRNKJ6ZIA5X17QD7NWQT,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.25,Sat Jun 13 13:07:26 PDT 2020,1,BatchId:4078424;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:07:26 PDT 2020,,,3S96KQ6I9N6O3N0IW1ZVEMWPB93TD3,A2TBXASXZIRNNW,Approved,Sat Jun 13 13:09:08 PDT 2020,Sat Jun 13 13:38:34 PDT 2020,Tue Jun 16 13:38:34 PDT 2020,Sun Jun 14 20:17:18 PDT 2020,,,1766,100% (1750/1750),100% (70/70),100% (70/70),gigaword_362679,"The trade pact will also attract more foreign companies to invest in Taiwan, he added.",CNA_ENG_20100210.0009_7_0,Taiwan will have more money flowing into it.,Taiwan will never get any investments.,Taiwan has always had new investments every day.,{},,
32TMVRKDGO0PJNR7AQI6W2ABJWN84U,3NS4ESZ41QSRNKJ6ZIA5X17QD7NWQT,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.25,Sat Jun 13 13:07:15 PDT 2020,1,BatchId:4078424;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:07:15 PDT 2020,,,3DBQWDE4Y70V4XG5KZV07B259AJ5N6,A3P9TM5PRYBH90,Approved,Sat Jun 13 13:07:21 PDT 2020,Sat Jun 13 15:09:11 PDT 2020,Tue Jun 16 15:09:11 PDT 2020,Sun Jun 14 20:17:18 PDT 2020,,,7310,100% (206/206),100% (38/38),100% (28/28),gigaword_348818,The officials added that 80 percent of Taiwan's solar-powered water heaters are installed in central and southern parts of the country due to the sunny weather in those regions.,CNA_ENG_20090421.0044_7_0,Southern Taiwan sees extensive use of solar-powered water heaters.,Southern Taiwan receives very little sunshine.,Solar-powered heaters are the most popular way of heating water in Taiwan.,{},,
37SOB9Z0STZZGYSM41MRR24BPWQL38,3NS4ESZ41QSRNKJ6ZIA5X17QD7NWQT,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.25,Sat Jun 13 13:07:26 PDT 2020,1,BatchId:4078424;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:07:26 PDT 2020,,,3PWWM24LHT0I2TAEWE4JR79Y05T82K,A27PVIL93ZMY46,Approved,Sat Jun 13 13:07:35 PDT 2020,Sat Jun 13 13:18:49 PDT 2020,Tue Jun 16 13:18:49 PDT 2020,Sun Jun 14 20:17:18 PDT 2020,,,674,100% (60/60),100% (60/60),100% (60/60),gigaword_41493,"I made a paste of these seasonings with some mint, thyme and olive oil, and tucked it into slits cut partway between each chop.",NYT_ENG_20050614.0116_30_0,"A paste of mint, thyme, and olive oil can be tucked into slits cut into a chop.","A marinade made from oil, mint, and rosemary is poured over chicken.","I put a paste of mint, thyme, and olive oil into slits cut into chops and then left it to marinate.",{},,
3HEM8MA6HAEHEKDMU4RULR664Y5PQD,3NS4ESZ41QSRNKJ6ZIA5X17QD7NWQT,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.25,Sat Jun 13 13:07:26 PDT 2020,1,BatchId:4078424;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:07:26 PDT 2020,,,39DD6S19JQDPH5NHYOZX6SFRWHQEZX,A9HQ3E0F2AGVO,Approved,Sat Jun 13 13:07:34 PDT 2020,Sat Jun 13 13:44:01 PDT 2020,Tue Jun 16 13:44:01 PDT 2020,Sun Jun 14 20:17:19 PDT 2020,,,2187,100% (63/63),100% (61/61),100% (43/43),gigaword_88904,"""The third quarter, we came out with a lot more energy,"" Scott said.",AFP_ENG_20080506.0664_12_0,There was initially more energy in the third quarter according to Scott.,The company conserved their energy during the third quarter.,The fourth quarter will start with less energy than the third did.,{},,
3BO3NEOQM1JXAIJ1SD4OMUQPE2OAIF,3NS4ESZ41QSRNKJ6ZIA5X17QD7NWQT,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.25,Sat Jun 13 13:07:15 PDT 2020,2,BatchId:4078424;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:07:15 PDT 2020,,,36AHBNMV1SEKK9ZC67MUM3O4QK7YD1,AUZNPN9K203UD,Approved,Mon Jun 15 01:18:10 PDT 2020,Mon Jun 15 01:23:59 PDT 2020,Thu Jun 18 01:23:59 PDT 2020,Mon Jun 15 09:16:23 PDT 2020,,,349,100% (182/182),100% (54/54),100% (54/54),gigaword_178878,The latest issue of bi-weekly Israel Business attributed much of the growth to increased sales to the U.S. and Hong Kong which totaled 450 million and 170 million dollars respectively.,XIN_ENG_19970412.0011_5_0,Sales to the U.S. and Hong Kong which totaled 450 million and 170 million dollars respectively according to the latest issue of bi-weekly Israel Business.,The latest issue of bi-weekly Israel Business attributed much of the growth to increased sales to the U.S. and Hong Kong which totaled only 2 million dollars on both.,"Reported yesterday, the latest issue of bi-weekly Israel Business attributed much of the growth to increased sales to the U.S. and Hong Kong which totaled 450 million and 170 million dollars respectively.",{},,
3WKGUBL7S0OKYUBQ4FRA17WH3WML4T,3NS4ESZ41QSRNKJ6ZIA5X17QD7NWQT,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.25,Sat Jun 13 13:07:26 PDT 2020,1,BatchId:4078424;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:07:26 PDT 2020,,,30X31N5D64SPQGKRNR33EGSXONSSAB,AKNV05F5X5YAC,Approved,Sat Jun 13 13:09:09 PDT 2020,Sat Jun 13 15:34:28 PDT 2020,Tue Jun 16 15:34:28 PDT 2020,Sun Jun 14 20:17:19 PDT 2020,,,8719,100% (196/196),100% (171/171),100% (36/36),gigaword_13548,"Most of the time Americans are dealing with the little, day-to-day crises of raising a family and earning a living.",NYT_ENG_19950502.0466_22_1,Americans spend most of their time on short-term things,The majority of Americans are focused on the long-term ideals,Most Americans live in a single-family house,{},,
32LAQ1JNTAR7Y5DASUKJ024SWMWUTS,3NS4ESZ41QSRNKJ6ZIA5X17QD7NWQT,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.25,Sat Jun 13 13:07:27 PDT 2020,1,BatchId:4078424;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:07:27 PDT 2020,,,3XLBSAQ9Z5E48Q87BGLR0INAAUM7Z4,A2M1CVZZJAN4T4,Approved,Sat Jun 13 13:07:35 PDT 2020,Sat Jun 13 13:22:32 PDT 2020,Tue Jun 16 13:22:32 PDT 2020,Sun Jun 14 20:17:19 PDT 2020,,,897,100% (390/390),100% (12/12),100% (12/12),gigaword_1422,Seventeen people were hospitalized and three were released after emergency room treatment.,NYT_ENG_19990509.0178_8_0,Twenty people received treatment.,"Everyone received emergency room treatment, but no one had to be hospitalized.","Of the people released, two had to return to the hospital the next day.",{},,
3ECKRY5B1RYYBQR945KN3NHYNNVIZO,3NS4ESZ41QSRNKJ6ZIA5X17QD7NWQT,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.25,Sat Jun 13 13:07:29 PDT 2020,1,BatchId:4078424;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:07:29 PDT 2020,,,3DOCMVPBTOGZUMMBOZRM1S2R0VJNNE,A2MQGU4NZZ8V0H,Approved,Sat Jun 13 13:07:53 PDT 2020,Sat Jun 13 13:17:49 PDT 2020,Tue Jun 16 13:17:49 PDT 2020,Sun Jun 14 20:17:19 PDT 2020,,,596,100% (88/88),100% (52/52),100% (52/52),gigaword_273574,"""P&G is recession-resistant, but not recession-proof,"" A.G. Lafley, chairman and CEO, told analysts.",APW_ENG_20081211.1224_3_0,A.G. Lafley is a chairman and CEO.,P&G can not be harmed by recessions.,P&G has made it through many recessions.,{},,
3VJ4PFXFJ492J9E1MUT25XE08XBAUN,3NS4ESZ41QSRNKJ6ZIA5X17QD7NWQT,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.25,Sat Jun 13 13:07:27 PDT 2020,1,BatchId:4078424;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:07:27 PDT 2020,,,3JZQSN0I3RCHW2S837VE33KLXSBFGR,A2YTQDLACTLIBA,Approved,Sat Jun 13 13:07:37 PDT 2020,Sat Jun 13 13:22:48 PDT 2020,Tue Jun 16 13:22:48 PDT 2020,Sun Jun 14 20:17:19 PDT 2020,,,911,100% (4/4),100% (3/3),100% (3/3),gigaword_30523,"Bluemel, now 70, is today considered one of America's foremost nurseryman and, many would say, the king of ornamental grasses.",NYT_ENG_20021016.0177_6_3,"One of America's foremost nurseryman and the king of ornamental grasses, according to many, is Bluemel who is 70 years old.","Bluemel, aged 69, is not considered outstanding in America for either his nursery skills or experience with ornamental grasses.",Bluemel is 70 and the foremost nurseyman and king of ornamental grasses in America.,{},,
3V7ICJJAZBI8LLPED22GN40CR28B4W,3NS4ESZ41QSRNKJ6ZIA5X17QD7NWQT,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.25,Sat Jun 13 13:07:29 PDT 2020,1,BatchId:4078424;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:07:29 PDT 2020,,,35LDD5557B6S4YG8FLK6WLWN1A4KM6,A1PAY3X73PQ16S,Approved,Sat Jun 13 13:07:35 PDT 2020,Sat Jun 13 13:19:03 PDT 2020,Tue Jun 16 13:19:03 PDT 2020,Sun Jun 14 20:17:19 PDT 2020,,,688,100% (216/216),100% (122/122),100% (63/63),gigaword_150665,It is the second time the players have threatened strike action over outstanding payments as last month a planned strike was called off after players receiving guarantees the payments would be made.,XIN_ENG_20080513.0244_3_0,Last month's strike was called off.,The players have never threatened strike action before now.,All of the players supported the strike.,{},,
363A7XIFV5O2WO31RK371JGJM4KAVC,3NS4ESZ41QSRNKJ6ZIA5X17QD7NWQT,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.25,Sat Jun 13 13:07:27 PDT 2020,1,BatchId:4078424;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:07:27 PDT 2020,,,3WMINLGALC59JZVVQ5D3ZBOF2MTACQ,AU2RMH9IZP60M,Approved,Sat Jun 13 18:01:07 PDT 2020,Sat Jun 13 21:12:06 PDT 2020,Tue Jun 16 21:12:06 PDT 2020,Sun Jun 14 20:17:19 PDT 2020,,,11459,100% (86/86),100% (85/85),100% (33/33),gigaword_98172,Thursday's unrest came as a delegation of high-level Palestinian officials were due to meet with senior US officials in Washington to discuss ways of resolving the crisis sparked by the Israeli settlement move.,AFP_ENG_19970410.0148_6_0,The Israeli settlement play caused unrest among other officials of the world.,Officials were not interested in resolving conflict sparked by the Jamaicans.,The unrest marinated for a decade before coming to this.,{},,
307L9TDWJZUP4YV7GE264U80URQN3C,3NS4ESZ41QSRNKJ6ZIA5X17QD7NWQT,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.25,Sat Jun 13 13:07:15 PDT 2020,1,BatchId:4078424;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:07:15 PDT 2020,,,3UWN2HHPUZ7WAZEGWV880MCXNUQSNU,A3D2GO0IFRFN6R,Approved,Sat Jun 13 13:07:22 PDT 2020,Sat Jun 13 13:27:55 PDT 2020,Tue Jun 16 13:27:55 PDT 2020,Sun Jun 14 20:17:19 PDT 2020,,,1233,100% (185/185),100% (165/165),100% (45/45),gigaword_10009,"The ""cyber shaming"" of the worst tax scofflaws by prominently listing their names, addresses and tax debts on a state Web site could embarrass them into paying their debt, advocates believe.",NYT_ENG_20090223.0147_4_0,"Names, addresses and tax debts of scofflaws are being listed online.",Advocates believe the tax scofflaws will refuse to pay their debts after being cyber shamed.,Some of the scofflaws are not being listed.,{},,
3K1H3NEY7M1HCYGIMZVNRJLFKSTGDV,3NS4ESZ41QSRNKJ6ZIA5X17QD7NWQT,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.25,Sat Jun 13 13:07:29 PDT 2020,1,BatchId:4078424;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:07:29 PDT 2020,,,3JWH6J9I9TFXTDXEL9MDAX2XJ68BNG,A2YWSSQEXXCRGK,Approved,Sat Jun 13 13:20:28 PDT 2020,Sat Jun 13 14:11:38 PDT 2020,Tue Jun 16 14:11:38 PDT 2020,Sun Jun 14 20:17:19 PDT 2020,,,3070,100% (1/1),100% (1/1),100% (1/1),gigaword_176675,"An all-out war should be an unlikely option for Pyongyang due to its economic situation and internal political issues, the 61- year-old former chairman of the Joint Chiefs of Staff (JCS) said.",XIN_ENG_20101203.0058_2_0,The former Joint Chiefs of Staff chairman said Pyongyang's economic situation and internal political issues make it unlikely to opt for all-out war.,"Pyongyang just erupted in all-out war, despite the economic situation and internal political issues the former Joint Chiefs of Staff chairman noted.","All-out war is unlikely in Pyongyang due to its lack of sufficient available weapons, as well as its economic situation and internal political issues.",None encountered -- the prompt is clear and well-written. This was an enjoyable task. Hope I completed it correctly.,,
3W31J70BATYC9S6NCULR55VQ69YCKU,3NS4ESZ41QSRNKJ6ZIA5X17QD7NWQT,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.25,Sat Jun 13 13:07:15 PDT 2020,1,BatchId:4078424;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:07:15 PDT 2020,,,3ZOTGHDK5JDESKESXA8LFBC2D4VSO9,A1P3HHEXWNLJMP,Approved,Sat Jun 13 13:07:22 PDT 2020,Sat Jun 13 14:32:59 PDT 2020,Tue Jun 16 14:32:59 PDT 2020,Sun Jun 14 20:17:19 PDT 2020,,,5137,100% (69/69),100% (55/55),100% (38/38),gigaword_2545,The Republican plan to erase annual budget deficits is unprecedented in its ambition.,NYT_ENG_19951115.0412_9_0,The Republicans showed unprecedented ambition in their plan to erase annual budget deficits.,The Republican has no plan to erase annual budget deficits.,The Republican plan to erase annual budget deficits was met with heavy opposition from the Democrats.,{},,
3GV1I4SEOARYDHF4N3KPY5GVZNSL6E,3NS4ESZ41QSRNKJ6ZIA5X17QD7NWQT,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.25,Sat Jun 13 13:07:27 PDT 2020,1,BatchId:4078424;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:07:27 PDT 2020,,,358UUM7WR05V6ZMG1ZREEFLB1D37RB,AKSJ3C5O3V9RB,Approved,Sat Jun 13 13:07:34 PDT 2020,Sat Jun 13 14:09:23 PDT 2020,Tue Jun 16 14:09:23 PDT 2020,Sun Jun 14 20:17:20 PDT 2020,,,3709,100% (814/814),100% (98/98),100% (45/45),gigaword_253136,Frustration with the lack of tangible change from the peace process feeds support for the Islamic groups.,APW_ENG_19941113.0360_13_0,The dearth of real progress in the peace process upsets people who then start gravitating towards Islamic groups.,The rapid progress seen in the peace progress is the major contributor in growing support for Islamic groups.,Islamic groups make propaganda emphasizing the immobile status of the peace process.,{},,
3GVPRXWRPIWFRGL3LAS4C3OZDUII7W,3NS4ESZ41QSRNKJ6ZIA5X17QD7NWQT,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.25,Sat Jun 13 13:07:15 PDT 2020,1,BatchId:4078424;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:07:15 PDT 2020,,,3HMVI3QICKUQSEJ0QE2ZL1NV1EHY16,AU2RMH9IZP60M,Approved,Sat Jun 13 13:07:23 PDT 2020,Sat Jun 13 16:14:20 PDT 2020,Tue Jun 16 16:14:20 PDT 2020,Sun Jun 14 20:17:20 PDT 2020,,,11217,100% (86/86),100% (85/85),100% (33/33),gigaword_311088,"Given a four-week exclusive to play the song last November, Enrie added it to his daily mixes.",LTW_ENG_19960216.0023_13_1,Enrie added the song to his playlist sometime after it was given a four-week exclusive to play it last November.,The song had a five-week exclusive to play last November.,Enrie added the song on the first day of the four-week exclusive to play the song last November.,{},,
35JDMRECC5BM44UIIU67X130K4UGEO,3NS4ESZ41QSRNKJ6ZIA5X17QD7NWQT,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.25,Sat Jun 13 13:07:29 PDT 2020,1,BatchId:4078424;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:07:29 PDT 2020,,,3Q5ZZ9ZEVPHA1QT1EX6HPECAKFK85L,AUZNPN9K203UD,Approved,Sat Jun 13 18:56:54 PDT 2020,Sat Jun 13 20:01:18 PDT 2020,Tue Jun 16 20:01:18 PDT 2020,Sun Jun 14 20:17:20 PDT 2020,,,3864,100% (182/182),100% (54/54),100% (54/54),gigaword_91126,"""We thought we would try to create an initiative to cover an area large enough to be meaningful to achieve our goals,"" Schifter said.",AFP_ENG_19961206.0428_13_0,Schifter said that he would try to create an initiative to cover an area large enough to be meaningful to achieve our goals.,"Schifter also said ""We thought we would never try to create an initiative to cover an area large enough to be meaningful because our goals are not real.""","Schifter also said to the press that ""We thought we would try to create an initiative to cover an area large enough to be meaningful to achieve our goals.""",{},,
3IQ9O0AYW712PEIAYDV5HZGH2R9IT8,3NS4ESZ41QSRNKJ6ZIA5X17QD7NWQT,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.25,Sat Jun 13 13:07:27 PDT 2020,1,BatchId:4078424;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:07:27 PDT 2020,,,3E4GGUZ1T9T2XUCF531MHCIPV5O2KY,A2MQGU4NZZ8V0H,Approved,Sat Jun 13 13:09:22 PDT 2020,Sat Jun 13 14:03:12 PDT 2020,Tue Jun 16 14:03:12 PDT 2020,Sun Jun 14 20:17:20 PDT 2020,,,3230,100% (88/88),100% (52/52),100% (52/52),gigaword_283297,"By speaking to the Rotarians, Lane added his clout to a new growth industry colloquially known as ``public communication of science.''",LTW_ENG_19960801.0045_3_0,Lane endorsed Public communication sciences.,Lane never spoked to the Rotarians about public communication sciences.,Lane studies in Public communication sciences extensivly.,{},,
3J94SKDEKJRJW1RY53CWNMUQUJFD5A,3NS4ESZ41QSRNKJ6ZIA5X17QD7NWQT,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.25,Sat Jun 13 13:07:30 PDT 2020,1,BatchId:4078424;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:07:30 PDT 2020,,,3MAOD8E57RC46G0FQ5EVZUTP29TXN8,A267GLM78AMQ75,Approved,Sat Jun 13 13:08:52 PDT 2020,Sat Jun 13 16:45:26 PDT 2020,Tue Jun 16 16:45:26 PDT 2020,Sun Jun 14 20:17:20 PDT 2020,,,12994,100% (99/99),100% (82/82),100% (33/33),gigaword_16850,"The drug Alli (pronounced AL-lie), manufactured by GlaxoSmithKline Consumer Health Care, is made from Olistat and blocks fat in the intestines.",NYT_ENG_20070611.0127_9_0,Alli is a drug that is made from Olistat that blocks the fat in the intestines,Alli is a drug that allows fat to stay in the intestines,Alli is a drug made by GlaxoSmithKline Consumer health care that is made from Olistat that helps keep you alive and blocks the fat in the intestines,{},,
3JTPR5MTZTERA7X8XKYJRZPGESC5KF,3NS4ESZ41QSRNKJ6ZIA5X17QD7NWQT,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.25,Sat Jun 13 13:07:15 PDT 2020,1,BatchId:4078424;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:07:15 PDT 2020,,,3DH6GAKTYZRNNA48YPBRDV77ETUZYW,A2O5OJXCUFQ3FV,Approved,Sat Jun 13 18:07:51 PDT 2020,Sat Jun 13 18:15:00 PDT 2020,Tue Jun 16 18:15:00 PDT 2020,Sun Jun 14 20:17:20 PDT 2020,,,429,100% (81/81),100% (56/56),100% (56/56),gigaword_17412,"This is not a holiday handed down to the hoi polloi from elitists (Earth Day), not a day dictated by ancient rituals or religions (Easter, Passover), not a day of traditional leader worship (Presidents Day).",NYT_ENG_20020702.0140_1_0,Presidents day is a traditional holiday.,Easter and Passover always share the same day.,Most holidays were created by elitists in societies.,{},,
3D1TUISJWJ2HPRXZYILFMV2JL5GIUZ,3NS4ESZ41QSRNKJ6ZIA5X17QD7NWQT,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.25,Sat Jun 13 13:07:27 PDT 2020,1,BatchId:4078424;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:07:27 PDT 2020,,,339ANSOTR6468FQHU6ME4SP6K1KKIQ,A1MJVTR0PCKBWW,Approved,Sat Jun 13 14:06:24 PDT 2020,Sat Jun 13 14:46:26 PDT 2020,Tue Jun 16 14:46:26 PDT 2020,Sun Jun 14 20:17:20 PDT 2020,,,2402,100% (161/161),100% (161/161),100% (88/88),gigaword_234987,"Maurice Papon, the former official of France's pro-Nazi Vichy regime standing trial for crimes against humanity, underwent a medical examination Monday at a Bordeaux hospital after experiencing breathing problems, French radio reported.",APW_ENG_19971117.0240_0_0,Papon went through some health issues.,Papon hated the Nazi's.,Papon was not a healthy eater.,{},,
3UL5XDRDNDL7F6V7OV1G1UGPJSI85Z,3NS4ESZ41QSRNKJ6ZIA5X17QD7NWQT,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$1.25,Sat Jun 13 13:07:15 PDT 2020,1,BatchId:4078424;OriginalHitTemplateId:;,18000,259200,Sat Jun 20 13:07:15 PDT 2020,,,3SKRO2GZ72TV89UJMZ18CT8K3ZGK15,A2VRDE2FHCBMF8,Approved,Sat Jun 13 13:33:36 PDT 2020,Sat Jun 13 14:27:36 PDT 2020,Tue Jun 16 14:27:36 PDT 2020,Sun Jun 14 20:17:20 PDT 2020,,,3240,100% (493/493),100% (364/364),100% (75/75),gigaword_281564,"The Centers for Disease Control and Prevention recommends that Virginia spend $103.2 million each year on anti-smoking programs, but the state spends $13.6 million.",LTW_ENG_20090206.0006_21_0,Virginia is under-spending in the fight against tobacco.,Virginia is very dedicated against the smoking of cigarettes.,Virginia is one of the states with the lower spending in anti-smoking programs.,{},,
